time,kw
1051,38180.0
1052,38059.0
1053,38123.0
1054,38020.0
1055,37901.0
1056,37600.0
1057,37571.0
1058,33202.0
1059,17640.0
1060,17977.0
1061,18222.0
1062,18648.0
1063,18922.0
1064,18945.0
1065,18970.0
1066,19176.0
1067,19280.0
1068,20744.0
1069,20721.0
1070,19929.0
1071,21827.0
1072,23937.0
1073,30587.0
1074,35473.0
1075,35277.0
1076,35690.0
1077,35518.0
1078,35298.0
1079,35378.0
1080,34628.0
1081,34734.0
1082,33823.0
1083,33959.0
1084,33781.0
1085,33642.0
1086,33754.0
1087,34441.0
1088,34563.0
1089,31173.0
1090,30888.0
1091,30978.0
1092,30787.0
1093,30776.0
1094,30694.0
1095,30577.0
1096,30733.0
1097,30874.0
1098,30866.0
1099,31005.0
1100,32096.0
1101,31108.0
1102,32351.0
1103,32794.0
1104,32985.0
1105,33059.0
1106,32595.0
1107,34401.0
1108,34279.0
1109,34351.0
1110,34368.0
1111,34542.0
1112,34371.0
1113,34278.0
1114,32672.0
1115,32657.0
1116,33118.0
1117,32727.0
1118,32768.0
1119,33048.0
1120,33124.0
1121,33525.0
1122,33545.0
1123,33003.0
1124,33038.0
1125,33179.0
1126,33327.0
1127,33561.0
1128,33687.0
1129,33613.0
1130,33728.0
1131,33669.0
1132,33801.0
1133,33630.0
1134,33596.0
1135,33837.0
1136,34131.0
1137,34055.0
1138,34084.0
1139,33866.0
1140,19696.0
1141,19762.0
1142,19731.0
1143,19898.0
1144,19845.0
1145,18616.0
1146,18753.0
1147,18945.0
1148,16791.0
1149,16856.0
1150,16725.0
1151,16716.0
1152,16709.0
1153,16769.0
1154,16425.0
1155,16543.0
1156,16357.0
1157,16370.0
1158,16396.0
1159,16707.0
1160,16620.0
1161,16595.0
1162,16435.0
1163,16315.0
1164,16275.0
1165,16193.0
1166,16319.0
1167,17586.0
1168,17328.0
1169,17571.0
1170,17562.0
1171,17579.0
1172,17197.0
1173,17532.0
1174,17594.0
1175,17061.0
1176,17077.0
1177,17430.0
1178,17755.0
1179,18103.0
1180,19101.0
1181,19995.0
1182,19906.0
1183,20462.0
1184,20404.0
1185,20688.0
1186,21843.0
1187,21230.0
1188,20369.0
1189,18484.0
1190,18496.0
1191,18468.0
1192,18294.0
1193,18370.0
1194,18587.0
1195,17821.0
1196,17580.0
1197,17692.0
1198,19026.0
1199,21370.0
1200,31360.0
1201,31078.0
1202,30981.0
1203,31407.0
1204,31021.0
1205,30901.0
1206,31464.0
1207,31773.0
1208,31395.0
1209,29885.0
1210,29334.0
1211,28951.0
1212,28617.0
1213,28325.0
1214,27870.0
1215,27627.0
1216,29321.0
1217,29897.0
1218,29950.0
1219,28700.0
1220,29148.0
1221,29346.0
1222,29972.0
1223,30096.0
1224,30375.0
1225,30673.0
1226,30656.0
1227,30847.0
1228,30834.0
1229,31135.0
1230,31252.0
1231,31168.0
1232,31004.0
1233,30734.0
1234,30678.0
1235,30398.0
1236,30175.0
1237,30087.0
1238,30215.0
1239,30751.0
1240,30777.0
1241,30802.0
1242,30790.0
1243,30679.0
1244,30874.0
1245,30945.0
1246,31286.0
1247,31386.0
1248,31293.0
1249,31428.0
1250,31407.0
1251,31606.0
1252,31508.0
1253,31508.0
1254,31514.0
1255,31450.0
1256,31452.0
1257,31252.0
1258,31165.0
1259,30987.0
1260,30832.0
1261,30795.0
1262,30358.0
1263,30304.0
1264,30128.0
1265,30270.0
1266,30369.0
1267,30628.0
1268,30525.0
1269,30915.0
1270,30883.0
1271,29983.0
1272,29870.0
1273,29923.0
1274,30145.0
1275,30120.0
1276,30534.0
1277,30570.0
1278,30629.0
1279,30680.0
1280,30727.0
1281,30425.0
1282,30090.0
1283,29461.0
1284,29374.0
1285,29140.0
1286,29170.0
1287,29075.0
1288,29313.0
1289,29318.0
1290,29462.0
1291,29571.0
1292,32227.0
1293,32227.0
1294,32369.0
1295,32395.0
1296,32501.0
1297,32437.0
1298,32444.0
1299,32349.0
1300,32462.0
1301,32379.0
1302,32429.0
1303,32561.0
1304,33931.0
1305,34641.0
1306,33673.0
1307,31114.0
1308,30947.0
1309,30967.0
1310,30909.0
1311,31123.0
1312,30887.0
1313,31050.0
1314,31128.0
1315,31160.0
1316,31242.0
1317,31266.0
1318,30427.0
1319,30211.0
1320,30288.0
1321,30050.0
1322,30295.0
1323,30385.0
1324,30419.0
1325,30177.0
1326,30305.0
1327,30311.0
1328,30253.0
1329,30476.0
1330,30521.0
1331,30652.0
1332,30572.0
1333,30499.0
1334,30603.0
1335,30501.0
1336,30424.0
1337,30384.0
1338,30488.0
1339,30526.0
1340,30557.0
1341,30650.0
1342,30823.0
1343,30775.0
1344,30666.0
1345,30599.0
1346,30756.0
1347,31042.0
1348,30879.0
1349,30868.0
1350,30964.0
1351,30985.0
1352,31129.0
1353,31168.0
1354,33060.0
1355,32869.0
1356,33167.0
1357,32951.0
1358,33083.0
1359,33079.0
1360,32903.0
1361,32902.0
1362,33061.0
1363,33118.0
1364,33044.0
1365,33308.0
1366,33449.0
1367,33358.0
1368,33437.0
1369,33314.0
1370,33318.0
1371,33354.0
1372,33288.0
1373,33432.0
1374,33410.0
1375,33292.0
1376,32905.0
1377,32788.0
1378,32207.0
1379,32033.0
1380,31755.0
1381,31704.0
1382,33051.0
1383,32729.0
1384,32507.0
1385,32829.0
1386,32980.0
1387,33151.0
1388,33532.0
1389,32988.0
1390,33168.0
1391,33354.0
1392,33412.0
1393,33458.0
1394,33464.0
1395,33285.0
1396,33360.0
1397,33467.0
1398,33477.0
1399,33139.0
1400,32909.0
1401,32537.0
1402,30645.0
1403,29977.0
1404,29662.0
1405,29510.0
1406,29508.0
1407,29502.0
1408,29606.0
1409,29911.0
1410,30014.0
1411,30419.0
1412,31024.0
1413,31454.0
1414,32051.0
1415,32401.0
1416,32446.0
1417,32463.0
1418,32576.0
1419,32562.0
1420,32750.0
1421,32427.0
1422,32868.0
1423,32808.0
1424,32629.0
1425,32239.0
1426,32066.0
1427,31688.0
1428,31135.0
1429,30847.0
1430,30699.0
1431,30466.0
1432,30312.0
1433,30438.0
1434,31686.0
1435,31965.0
1436,32250.0
1437,32354.0
1438,32166.0
1439,32265.0
1440,32531.0
1441,32423.0
1442,32831.0
1443,32739.0
1444,32854.0
1445,32619.0
1446,32510.0
1447,32480.0
1448,32325.0
1449,32110.0
1450,31898.0
1451,32992.0
1452,33497.0
1453,33820.0
1454,34134.0
1455,34332.0
1456,34290.0
1457,34479.0
1458,34562.0
1459,34664.0
1460,26460.0
1461,26375.0
1462,31091.0
1463,40584.0
1464,40446.0
1465,40151.0
1466,39898.0
1467,40330.0
1468,40028.0
1469,40205.0
1470,40770.0
1471,41416.0
1472,40941.0
1473,40598.0
1474,40476.0
1475,39505.0
1476,39503.0
1477,39154.0
1478,38952.0
1479,38783.0
1480,38748.0
1481,38861.0
1482,38929.0
1483,38767.0
1484,38557.0
1485,38980.0
1486,39194.0
1487,39375.0
1488,39524.0
1489,39689.0
1490,39623.0
1491,39482.0
1492,38655.0
1493,38846.0
1494,40474.0
1495,40791.0
1496,40682.0
1497,40907.0
1498,41037.0
1499,41360.0
1500,41399.0
1501,41715.0
1502,41696.0
1503,41409.0
1504,41951.0
1505,42556.0
1506,43295.0
1507,43138.0
1508,42972.0
1509,43448.0
1510,42878.0
1511,42978.0
1512,43115.0
1513,43216.0
1514,43043.0
1515,43125.0
1516,42968.0
1517,43114.0
1518,43168.0
1519,42965.0
1520,43070.0
1521,43007.0
1522,42947.0
1523,42903.0
1524,43106.0
1525,43179.0
1526,42677.0
1527,42778.0
1528,42702.0
1529,42292.0
1530,41697.0
1531,41904.0
1532,41749.0
1533,41788.0
1534,41731.0
1535,41940.0
1536,41795.0
1537,41594.0
1538,41712.0
1539,41695.0
1540,42251.0
1541,42023.0
1542,42012.0
1543,41901.0
1544,43598.0
1545,44326.0
1546,45230.0
1547,45476.0
1548,44821.0
1549,44451.0
1550,43435.0
1551,43118.0
1552,42592.0
1553,43087.0
1554,43669.0
1555,44335.0
1556,44513.0
1557,44809.0
1558,44009.0
1559,43712.0
1560,43563.0
1561,43212.0
1562,42743.0
1563,42667.0
1564,42311.0
1565,42154.0
1566,42242.0
1567,42477.0
1568,42490.0
1569,43626.0
1570,45195.0
1571,45089.0
1572,44977.0
1573,44748.0
1574,43939.0
1575,43778.0
1576,42997.0
1577,42933.0
1578,43633.0
1579,44174.0
1580,43000.0
1581,41585.0
1582,41771.0
1583,42165.0
1584,42413.0
1585,41325.0
1586,42068.0
1587,42127.0
1588,42863.0
1589,41538.0
1590,41931.0
1591,41920.0
1592,41941.0
1593,41389.0
1594,41056.0
1595,40796.0
1596,40632.0
1597,40695.0
1598,40302.0
1599,40094.0
1600,39395.0
1601,39139.0
1602,40486.0
1603,40865.0
1604,40538.0
1605,41384.0
1606,41974.0
1607,41810.0
1608,41583.0
1609,41537.0
1610,41455.0
1611,41627.0
1612,41765.0
1613,42608.0
1614,42516.0
1615,43457.0
1616,43208.0
1617,38315.0
1618,39977.0
1619,39823.0
1620,39325.0
1621,39013.0
1622,39716.0
1623,39674.0
1624,39709.0
1625,40771.0
1626,41072.0
1627,40971.0
1628,40478.0
1629,40413.0
1630,40326.0
1631,40514.0
